Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Fondling,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Weapon Law Violations
8,2,4,2,0,0,0,0,0,0,1,0,10,0,1,0,0,2,0,1,1,5,0,0,2,0,1,0,2,2,0,0,1,1,0,0
493,116,342,35,2,18,12,2,3,0,2,0,103,36,151,0,0,59,1,28,29,586,0,0,0,0,110,8,464,221,33,0,182,126,56,35
76,29,43,4,0,0,0,0,0,0,0,0,24,13,42,0,0,28,15,8,5,247,8,2,144,8,55,6,24,37,8,0,98,75,23,15
16,2,13,1,0,0,0,0,0,0,0,1,12,3,6,0,0,5,0,0,1,17,0,0,4,2,0,2,9,2,0,1,13,12,1,1
564,80,384,100,15,47,28,6,13,0,2,2,94,41,216,0,0,259,20,62,170,828,2,0,230,68,237,55,233,94,30,46,879,441,438,43
45,3,29,13,1,3,1,0,1,1,0,0,15,9,17,0,0,23,12,7,4,128,0,0,6,0,41,0,81,14,1,0,175,105,70,15
344,73,242,29,0,22,11,2,7,2,3,0,69,28,113,0,0,50,19,30,0,521,0,2,298,3,63,3,150,57,13,0,62,58,4,11
44,8,17,19,0,3,2,1,0,0,0,0,2,6,14,0,0,11,0,9,2,40,0,0,8,0,7,0,25,0,1,0,49,37,12,3
730,117,588,25,4,13,10,0,2,0,7,0,171,99,224,0,0,81,22,59,0,795,1,0,149,5,240,15,385,145,21,18,304,234,70,27
10,2,8,0,0,1,0,0,1,0,0,0,4,3,3,0,0,3,1,0,0,4,0,0,0,0,0,1,3,5,1,0,46,44,2,3
12,5,7,0,0,0,0,0,0,0,1,0,9,2,6,0,0,4,1,2,1,13,0,0,2,2,3,0,6,7,0,0,93,56,37,1
132,16,108,8,1,11,5,0,5,1,0,0,22,10,90,1,0,44,0,23,21,285,1,0,61,3,85,8,127,36,2,0,365,266,99,19
27,8,19,0,0,2,1,0,1,0,2,0,20,0,10,0,0,4,1,2,1,22,0,0,7,0,3,1,11,3,0,3,29,28,1,3
30,7,20,3,0,2,2,0,0,0,0,0,6,6,4,0,0,0,0,0,0,63,0,0,1,2,27,0,32,12,1,0,2,1,1,0
89,13,56,20,0,4,0,0,3,1,1,0,20,6,30,0,0,6,0,3,3,72,0,1,7,13,15,4,32,9,1,0,90,44,46,4
354,72,222,60,2,22,5,5,3,4,1,0,49,27,83,0,7,74,28,37,1,282,3,0,49,0,53,9,166,22,6,0,382,251,131,24
58,21,28,9,0,2,1,0,1,0,1,0,14,3,14,0,0,6,4,2,0,50,0,1,0,0,10,0,38,10,0,1,112,61,51,8
73,14,46,13,0,6,4,0,2,0,1,0,12,8,21,2,0,13,1,7,5,61,1,0,5,3,26,2,23,10,4,2,76,35,41,6
97,19,77,1,1,8,6,0,1,1,2,1,26,6,24,0,0,8,2,4,1,80,0,1,9,10,29,1,30,16,0,1,92,88,4,7
1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2,910",555,"1,979",376,66,131,57,12,48,0,27,0,633,92,"1,333",15,3,541,261,135,142,"3,831",3,24,"1,156",360,829,120,"1,318",121,143,177,624,488,136,72
476,37,268,171,15,31,15,3,7,5,1,0,106,37,155,0,0,68,25,37,6,504,0,0,0,2,104,5,388,46,6,0,156,133,23,13
12,6,5,1,0,0,0,0,0,0,0,0,12,1,5,0,0,2,0,0,0,11,0,0,1,3,5,0,2,1,1,0,44,43,1,2
27,3,22,2,0,0,0,0,0,0,1,0,8,4,25,0,0,9,0,7,2,66,0,0,0,0,6,0,60,7,0,0,144,42,102,8
78,12,47,19,2,9,3,0,3,1,0,0,26,12,40,0,0,8,7,1,0,43,0,0,2,5,9,0,27,5,3,2,153,118,35,7
38,10,27,1,0,5,5,0,0,0,0,1,15,4,18,0,0,5,2,0,1,21,0,0,4,0,1,0,16,5,1,5,61,36,25,7
11,6,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,1,0,5,0,1,1,0,0,0,3,2,0,0,5,5,0,1
42,9,31,2,0,2,1,0,1,0,1,0,23,2,11,3,0,5,0,3,1,34,1,3,4,4,2,0,19,7,0,0,20,20,0,1
70,8,57,5,0,11,3,0,8,0,0,0,16,18,29,0,0,19,1,15,3,114,0,0,30,6,48,3,27,5,3,2,144,94,50,5
175,35,121,19,1,3,1,0,1,1,1,0,21,12,70,0,0,23,7,10,6,157,2,6,16,7,36,2,88,15,2,2,40,34,6,7
47,18,24,5,0,3,2,0,1,0,1,0,39,26,23,0,0,19,7,8,4,229,0,0,0,0,27,2,200,24,1,0,123,73,50,16
24,6,16,2,0,0,0,0,0,0,0,0,20,6,10,0,0,9,1,5,1,36,0,1,5,3,5,1,21,4,2,0,45,34,11,1
66,9,53,4,0,4,3,0,0,1,0,0,17,5,17,1,0,24,1,5,17,73,0,0,0,0,23,1,49,7,0,1,149,87,62,14
87,21,66,0,1,13,5,3,0,5,1,0,46,2,32,0,0,13,4,8,0,135,1,1,79,4,4,1,44,4,1,1,119,87,32,20
4,0,4,0,0,0,0,0,0,0,0,0,2,8,3,0,0,3,1,1,0,8,0,0,4,3,0,0,1,2,0,0,21,8,13,0
36,3,32,1,0,1,1,0,0,0,0,0,13,4,13,0,0,5,0,3,0,19,0,0,2,4,2,0,11,3,0,1,53,51,2,4
29,11,13,5,0,3,1,0,2,0,0,0,16,8,7,0,0,4,1,3,0,26,0,0,3,7,1,1,14,1,0,0,21,19,2,0
448,68,366,14,7,51,22,0,22,4,0,0,140,36,159,2,0,105,26,46,3,407,3,5,98,50,92,9,146,49,8,0,247,174,73,23
225,26,192,7,0,15,12,1,2,0,0,0,68,23,97,0,0,60,0,46,14,170,0,0,0,0,45,1,123,28,7,0,99,83,16,22
949,127,722,100,5,64,31,9,7,3,0,0,336,68,370,14,3,368,157,126,27,"1,451",2,1,226,208,548,80,377,172,40,8,641,469,172,44
239,136,84,19,1,8,6,0,0,0,1,1,55,38,114,0,0,107,9,50,46,367,0,1,117,10,75,6,156,49,10,0,478,143,335,29
27,10,13,4,0,3,2,0,0,1,0,0,5,1,6,0,0,4,0,3,0,18,0,0,1,3,5,1,8,8,0,0,19,19,0,4
114,45,54,15,0,4,4,0,0,0,6,0,28,8,59,0,0,20,2,11,7,155,21,2,16,4,37,5,68,8,0,0,59,57,2,6
"26,067","6,400","15,689","3,978",72,"1,037",690,98,215,2,144,3,"8,626",699,"9,866",328,0,"1,435",719,364,348,"26,051",107,75,"2,173",2,"11,790","3,245","8,605","10,208","4,430",0,"4,286","4,284",2,992
4,0,4,0,1,0,0,0,0,0,1,0,5,1,5,0,0,8,0,6,0,8,0,0,0,1,1,0,6,0,0,0,1,1,0,1
118,10,97,11,0,4,1,0,2,1,0,0,47,16,48,1,0,32,9,16,7,154,0,0,24,17,32,2,78,31,3,1,99,69,30,7
78,5,55,18,0,3,0,0,1,2,0,0,6,18,30,1,0,19,5,11,3,230,0,3,139,8,30,4,43,10,2,1,269,128,141,12
"1,558",138,"1,213",207,16,150,106,14,25,0,1,0,299,100,611,35,1,851,468,197,1,"2,157",3,1,669,188,573,125,576,200,66,11,609,457,152,51
22,5,12,5,1,0,0,0,0,0,1,0,10,1,10,0,0,7,4,2,1,40,0,0,11,3,9,0,17,7,0,0,33,22,11,1
335,101,202,32,3,29,13,2,8,1,6,0,87,6,145,0,0,71,57,14,0,677,0,0,235,2,96,2,342,36,19,1,129,128,1,8
10,0,1,9,0,0,0,0,0,0,0,0,0,4,5,0,0,24,0,6,18,1,0,0,0,0,0,0,1,1,0,0,5,3,2,0
115,17,87,11,0,11,2,3,1,4,1,0,35,28,95,2,0,36,3,19,14,188,1,0,38,9,52,11,76,38,1,0,95,83,12,9
45,26,15,4,0,2,1,0,1,0,0,0,9,6,13,0,0,9,2,4,3,43,3,2,1,4,10,1,22,2,0,0,23,23,0,3
38,1,36,1,0,7,5,0,1,1,0,0,16,11,23,0,0,9,6,3,0,49,0,0,5,0,8,0,36,3,1,0,27,26,1,2
35,3,31,1,0,5,1,0,4,0,1,0,11,6,27,0,0,10,1,5,3,52,0,0,8,2,11,0,31,3,2,0,38,35,3,4
165,30,98,37,1,12,3,0,8,1,0,0,64,30,93,2,0,38,2,10,26,271,3,2,104,3,66,4,89,16,8,0,149,109,40,12
35,5,25,5,0,5,0,0,2,3,0,0,17,2,11,0,0,7,4,3,0,28,0,0,3,4,4,0,17,5,1,1,26,24,2,7
36,3,31,2,0,2,1,1,0,0,2,0,25,9,30,0,0,18,3,13,0,69,0,1,19,2,8,2,34,4,3,0,32,21,11,2
102,10,88,4,1,3,3,0,0,0,1,0,43,12,167,0,0,58,23,17,2,269,0,2,70,0,61,7,129,23,4,2,110,87,23,12
4,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,0,0,5,0,0,0,0,1,0,4,1,0,0,14,12,2,0
46,4,35,7,0,3,1,0,1,0,0,0,16,7,9,1,0,33,6,10,17,55,3,0,0,2,23,8,19,3,0,0,36,36,0,9
80,18,60,2,0,2,0,0,2,0,2,0,47,14,34,0,1,11,0,6,1,90,1,0,35,6,4,0,44,12,1,15,56,53,3,8
196,25,125,46,0,16,3,10,3,0,2,0,62,18,84,0,0,200,4,59,136,631,0,0,8,2,196,1,424,24,5,0,186,161,25,12
39,15,17,7,3,4,2,0,2,0,0,0,10,6,13,0,0,3,3,0,0,18,0,0,0,0,1,0,17,3,0,0,6,6,0,0
163,20,119,24,0,10,8,0,2,0,0,1,38,35,55,0,0,63,28,24,9,230,0,0,68,5,89,3,65,37,4,0,135,117,18,21
106,23,80,3,0,4,3,0,1,0,0,0,26,19,33,1,0,11,0,6,2,40,0,0,9,3,5,0,23,9,1,23,66,64,2,6
"11,002","2,577","7,530",895,172,693,414,44,221,0,85,3,"3,739",428,"5,348",198,9,"1,338",299,565,7,"17,632",29,165,"2,094",37,"6,240",954,"8,024","3,380",976,34,"4,494","3,334","1,160","1,032"
14,1,6,7,0,1,1,0,0,0,0,0,4,5,8,0,0,6,5,0,1,20,0,0,1,0,1,0,18,4,0,0,29,26,3,3
120,36,68,16,0,10,4,0,4,2,2,0,52,13,57,0,0,28,11,14,3,205,0,0,0,0,39,3,163,0,5,0,47,47,0,7
25,2,22,1,0,4,1,0,1,2,0,0,5,2,3,0,0,4,0,2,1,11,0,0,3,1,2,1,4,1,0,1,26,23,3,0
884,83,696,105,3,63,28,6,13,4,9,0,250,106,417,44,10,791,199,247,3,"2,050",3,0,657,306,623,86,373,103,30,3,"1,513",937,576,52
2,0,2,0,0,0,0,0,0,0,0,0,4,1,14,1,0,23,4,3,16,76,0,0,7,0,0,0,69,5,0,2,70,31,39,0
8,0,7,1,0,0,0,0,0,0,0,0,9,0,18,0,0,15,15,0,0,26,0,0,0,0,10,0,16,4,0,0,73,37,36,5
179,10,148,21,0,16,11,2,3,0,2,0,62,9,46,1,0,41,5,11,24,140,0,0,21,0,19,0,100,9,0,0,91,82,9,4
466,48,353,65,2,27,22,3,2,0,1,0,100,51,235,9,1,258,74,95,0,600,1,0,135,35,158,9,257,41,8,4,242,178,64,16
85,26,45,14,1,9,4,0,4,1,2,1,14,24,25,1,0,17,6,9,2,124,0,0,51,13,11,0,49,10,2,0,185,114,71,19
68,10,46,12,1,6,1,1,3,1,1,0,41,18,32,1,0,10,1,6,3,131,1,1,13,17,39,1,59,13,2,1,59,41,18,8
168,33,119,16,0,9,1,1,7,0,0,0,54,5,64,1,0,33,2,7,24,179,1,2,14,17,59,8,78,16,10,0,38,34,4,10
51,5,42,4,0,6,3,0,1,2,2,0,9,12,25,0,0,14,2,9,3,58,1,1,16,6,15,0,19,6,1,0,243,145,98,7
"1,460",243,"1,178",39,3,82,39,5,29,7,11,0,504,136,909,0,0,636,635,0,1,"3,165",1,0,2,0,834,1,"2,327",509,135,5,"2,556","1,468","1,088",202
24,3,21,0,0,1,1,0,0,0,0,0,13,1,13,0,0,5,1,3,1,18,0,0,3,1,1,1,12,3,0,2,69,55,14,6
47,5,35,7,0,1,0,0,0,0,0,0,6,1,14,0,0,6,1,4,1,47,0,0,11,15,4,0,17,3,0,4,53,40,13,2
42,7,35,0,0,3,1,1,0,1,0,0,35,12,21,0,0,17,3,13,0,60,0,1,11,1,4,0,43,16,1,0,24,19,5,0
6,2,4,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,7,0,0,1,0,2,0,4,0,0,1,5,3,2,0
39,12,24,3,0,1,0,0,0,0,1,0,6,5,16,0,0,2,0,2,0,32,0,0,0,0,5,0,27,2,0,0,51,36,15,3
31,7,23,1,0,4,3,0,0,1,0,0,12,2,26,0,0,7,3,2,0,22,0,0,4,1,5,0,12,1,0,0,12,12,0,5
12,2,9,1,0,2,0,0,0,2,0,0,2,1,3,0,0,1,1,0,0,6,0,0,0,0,0,2,4,1,0,0,7,7,0,2
"1,257",165,"1,072",20,11,84,44,8,30,0,10,0,444,64,699,32,2,245,7,116,111,"2,660",5,5,983,84,736,24,817,97,54,5,547,405,142,16
48,6,38,4,0,6,2,3,1,0,0,0,9,2,5,0,0,11,1,0,10,34,0,0,2,14,7,1,10,3,1,0,22,14,8,2
21,0,16,5,0,0,0,0,0,0,0,0,6,9,29,2,0,10,0,4,6,193,2,11,29,7,107,2,34,6,6,0,117,78,39,9
20,1,19,0,0,1,1,0,0,0,1,0,13,6,27,0,0,35,13,4,1,65,0,1,35,1,12,1,15,5,0,0,55,16,39,6
400,59,261,80,1,14,6,2,2,4,1,0,60,48,160,3,0,37,2,25,10,429,3,9,131,37,63,12,173,23,3,0,116,75,41,11
91,7,64,20,0,10,2,1,4,3,0,0,20,9,21,0,0,26,5,12,0,113,0,1,23,1,32,0,56,12,2,0,72,33,39,1
13,5,8,0,0,3,3,0,0,0,1,0,36,4,9,0,0,25,0,5,20,149,0,0,0,0,65,0,84,13,1,0,42,18,24,3
61,3,41,17,0,5,5,0,0,0,0,0,9,9,11,0,0,29,0,5,23,96,0,0,12,1,20,2,61,3,0,0,104,69,35,2
5,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,5,2,1,2,18,0,0,9,1,1,0,7,2,0,0,12,6,6,1
137,14,117,6,0,4,0,0,2,1,0,0,15,16,29,1,0,17,2,8,7,234,1,3,154,5,16,2,53,15,3,1,127,71,56,6
6,0,5,1,0,2,1,0,1,0,0,0,3,6,2,0,0,5,0,2,2,24,0,0,2,0,13,1,8,5,3,3,29,19,10,1
14,0,13,1,0,1,1,0,0,0,0,0,10,1,4,0,0,5,1,4,0,12,0,0,0,0,1,1,10,2,1,0,1,1,0,0
23,5,16,2,0,3,2,0,1,0,0,0,10,3,4,0,0,8,7,1,0,17,1,0,5,1,4,0,6,1,0,0,30,21,9,1
"61,415","14,715","30,992","15,708",231,"2,016",798,487,601,116,485,9,"16,910","2,877","21,621",580,177,"10,518","3,095","3,956",502,"72,936",278,516,"10,791","3,552","33,101","5,872","18,640","13,080","9,189",374,"10,199","9,014","1,185","2,141"
11,3,6,2,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,57,0,0,1,0,4,1,51,6,3,0,12,11,1,1
9,3,6,0,0,0,0,0,0,0,0,0,13,5,2,0,0,1,0,1,0,11,0,0,2,0,0,0,9,2,0,0,2,2,0,0
7,4,3,0,0,7,4,2,1,0,0,0,1,3,4,0,0,1,1,0,0,6,0,0,1,0,1,0,4,2,0,0,19,15,4,2
13,1,12,0,0,0,0,0,0,0,0,0,10,0,10,0,0,1,0,0,0,17,0,0,2,1,0,1,13,2,0,2,25,15,10,0
25,2,20,3,0,6,1,0,4,1,0,0,8,1,8,1,0,5,2,2,1,36,1,1,0,1,12,2,19,4,0,2,38,31,7,2
12,0,11,1,0,1,0,0,0,0,0,0,4,1,3,0,0,6,6,0,0,8,0,0,1,0,2,0,4,2,0,0,13,10,3,0
177,27,130,20,1,7,0,0,7,0,1,0,57,52,74,0,0,15,7,0,8,261,0,0,79,0,35,0,147,24,0,0,73,73,0,7
220,21,179,20,2,32,14,1,12,0,0,0,51,21,321,0,0,155,97,57,1,713,0,1,116,2,281,5,308,39,19,0,291,181,110,32
57,11,43,3,0,5,3,0,1,0,0,0,19,14,34,2,0,12,0,10,2,118,0,0,51,11,20,9,27,15,2,3,220,147,73,11
66,7,55,4,0,2,1,0,1,0,0,0,19,1,20,0,0,8,3,3,2,24,0,0,2,5,2,0,14,4,2,0,44,30,14,3
15,9,5,1,0,0,0,0,0,0,1,0,7,2,2,0,0,2,0,0,0,5,0,0,1,1,2,0,1,1,0,2,9,8,1,3
270,40,198,32,1,10,7,1,2,0,2,1,19,24,73,0,0,43,4,30,9,267,0,1,99,29,41,6,90,18,1,0,518,344,174,30
235,31,173,31,0,11,5,1,4,1,0,0,57,51,55,12,0,90,57,26,6,236,0,0,81,42,37,7,67,26,7,6,319,124,195,21
85,16,62,7,0,3,2,0,1,0,1,0,54,7,85,0,0,28,2,9,1,78,1,2,5,14,6,6,44,28,4,5,84,60,24,11
6,1,4,1,0,1,1,0,0,0,0,0,14,3,1,0,0,0,0,0,0,11,0,0,0,1,0,0,10,1,0,0,0,0,0,1
405,41,333,31,1,30,8,4,13,5,1,0,58,64,124,1,1,130,36,66,10,556,4,4,102,14,177,16,233,64,14,7,483,328,155,28
124,6,103,15,3,9,8,1,0,0,1,0,31,11,61,0,0,21,0,21,0,152,0,0,3,0,46,0,103,13,2,1,60,46,14,3
54,10,38,6,0,9,9,0,0,0,1,0,10,2,27,0,0,3,1,2,0,72,0,0,23,1,12,8,27,5,0,0,18,17,1,2
18,6,12,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
23,1,22,0,0,3,2,0,0,1,0,0,8,0,26,0,0,4,2,0,0,17,0,0,1,1,0,1,14,2,2,0,2,1,1,0
54,5,44,5,0,2,0,1,1,0,0,0,21,20,36,0,0,16,1,14,1,121,0,0,1,0,38,0,82,7,3,0,91,23,68,0
174,11,139,24,0,7,2,1,3,1,1,0,20,25,50,2,0,39,2,19,18,183,0,0,30,13,36,4,99,7,1,1,232,130,102,9
425,90,288,47,1,14,7,1,0,6,2,0,156,6,241,0,0,88,18,38,32,687,1,9,151,1,197,4,324,178,53,0,229,187,42,46
"3,536",569,"1,677","1,290",60,207,101,3,93,10,39,0,718,50,"1,354",40,0,646,295,169,174,"3,901",26,20,635,288,934,126,"1,867",268,164,2,"1,151","1,148",3,121
130,11,100,19,0,3,0,0,3,0,0,0,51,26,102,0,0,14,5,7,2,438,6,1,136,31,122,21,120,51,4,1,95,48,47,17
354,110,173,71,6,23,18,0,0,0,0,0,117,79,154,0,0,2,1,0,1,278,0,0,83,0,49,0,141,27,8,0,101,100,1,9
999,120,785,94,4,76,34,6,17,4,14,0,250,108,256,39,11,617,208,115,34,"1,631",3,1,483,211,450,115,366,234,67,19,"1,010",779,231,109
78,22,23,33,0,10,4,1,5,0,0,0,30,9,48,0,0,9,3,2,4,88,0,0,3,2,23,1,59,10,3,1,28,24,4,5
164,7,132,25,1,10,5,1,1,0,3,0,14,45,54,2,0,30,0,24,6,258,1,3,147,12,47,2,45,30,2,0,119,66,53,7
30,0,29,1,0,4,1,0,0,3,2,0,29,8,37,0,0,21,4,16,0,117,0,1,26,3,20,2,65,9,1,0,8,7,1,3
"1,211",246,700,265,2,89,49,12,27,0,4,0,399,275,543,1,0,240,76,160,1,"1,844",17,18,562,62,411,27,739,192,65,0,"1,285","1,079",206,142
17,9,3,5,0,6,0,1,4,0,0,0,1,5,7,0,0,0,0,0,0,30,0,0,0,0,20,0,10,3,0,0,35,18,17,1
64,51,8,5,0,1,1,0,0,0,0,0,12,0,16,0,0,10,1,4,5,108,13,1,0,0,5,1,88,4,1,0,64,58,6,2
"7,465","1,880","4,679",906,61,379,211,52,85,13,85,0,"2,420",717,"3,262",133,18,"2,013","1,049",504,55,"8,571",24,5,"1,681",628,"3,258",436,"2,482","1,244",472,184,"2,690","1,694",996,346
124,18,96,10,0,3,1,0,1,0,0,0,18,19,34,0,0,38,1,8,29,124,1,0,25,4,42,0,51,11,1,0,220,190,30,21
29,1,8,20,0,5,2,0,1,1,0,0,6,0,19,1,2,5,2,1,2,15,0,0,0,2,3,2,8,2,0,0,1,1,0,0
21,0,18,3,0,1,0,0,0,1,1,0,10,5,21,0,0,3,0,2,0,73,0,0,27,4,16,2,22,13,1,0,45,21,24,1
61,17,39,5,0,4,1,0,3,0,0,0,6,11,19,0,0,10,4,4,2,18,0,0,4,2,3,1,8,5,3,1,72,43,29,4
151,34,103,14,3,11,9,1,0,0,6,0,28,10,84,0,0,10,8,0,2,211,0,0,0,0,30,0,181,18,3,3,148,100,48,15
88,9,77,2,0,5,0,0,5,0,2,0,34,3,27,0,0,11,0,11,0,60,0,0,2,9,3,7,39,13,1,0,46,46,0,12
158,17,129,12,1,6,5,0,0,1,1,0,50,12,17,0,0,44,31,12,1,193,0,0,0,0,0,0,193,9,1,0,184,117,67,8
"1,277",182,"1,021",74,11,90,38,17,27,2,8,0,256,79,725,11,0,486,102,118,3,"1,590",2,7,477,56,405,76,555,170,42,9,493,465,28,62
40,5,33,2,0,2,2,0,0,0,0,0,9,1,22,0,0,14,3,2,9,69,0,0,3,0,26,0,40,1,0,1,73,45,28,4
"1,992",391,"1,396",205,15,71,23,17,20,6,7,0,661,149,861,65,4,719,246,294,3,"3,703",3,2,"1,288",475,"1,169",286,474,872,245,89,"1,092",903,189,252
235,15,156,64,6,3,3,0,0,0,3,0,134,30,152,0,0,54,2,36,16,278,0,0,32,0,0,0,246,30,3,2,127,83,44,4
368,69,256,43,1,26,9,3,3,3,4,0,98,28,204,14,0,96,24,36,0,621,1,4,194,39,251,22,110,53,24,34,233,228,5,51
60,9,40,11,0,3,1,0,2,0,0,0,16,9,23,0,0,25,1,11,11,126,3,0,6,16,40,2,57,32,1,5,13,9,4,2
11,3,5,3,0,0,0,0,0,0,0,0,5,0,9,0,0,3,1,0,1,14,0,0,4,0,1,0,9,1,0,0,9,8,1,0
89,5,66,18,0,6,2,0,3,1,0,0,9,8,14,0,1,38,7,10,21,93,0,0,2,0,24,0,67,4,2,1,35,24,11,3
713,70,591,52,11,16,8,3,3,1,2,0,157,36,128,1,0,108,61,26,4,656,0,1,202,0,195,7,250,56,27,17,584,485,99,46
14,3,8,3,0,1,1,0,0,0,0,0,3,4,7,0,0,0,0,0,0,10,0,0,4,0,0,0,6,3,0,0,8,5,3,2
143,26,107,10,0,12,8,0,3,1,0,0,82,20,68,0,0,0,0,0,0,104,0,0,1,0,5,2,96,36,3,0,81,62,19,5
288,42,217,29,1,13,12,1,0,0,0,0,52,27,80,0,0,49,23,26,0,251,0,0,1,0,97,0,152,37,6,0,100,100,0,6
"1,196",171,918,107,5,31,11,8,4,4,3,0,206,139,413,14,1,181,77,57,11,835,1,1,120,8,268,52,380,104,25,11,832,595,237,49
8,3,5,0,0,4,2,1,1,0,0,0,15,1,6,0,0,3,1,1,0,21,0,0,4,2,0,0,15,2,0,1,23,16,7,1
30,3,20,7,0,3,2,0,1,0,2,0,8,5,18,0,0,4,0,4,0,43,0,0,0,0,8,0,35,7,0,2,66,56,10,12
685,79,488,118,10,50,35,4,11,0,1,0,141,119,218,0,0,310,175,115,16,"1,007",0,0,210,24,249,23,495,133,24,0,690,382,308,48
15,2,13,0,0,0,0,0,0,0,0,0,2,1,6,0,0,9,0,1,8,33,0,1,5,2,16,3,6,2,1,1,70,64,6,8
10,1,9,0,0,0,0,0,0,0,0,0,8,3,29,0,0,18,8,8,0,24,0,0,2,0,3,0,19,0,0,2,162,124,38,2
26,12,12,2,0,1,1,0,0,0,0,0,26,1,5,0,0,2,1,1,0,20,0,0,3,4,1,1,11,4,1,0,15,9,6,1
37,8,28,1,0,4,1,0,1,2,0,0,27,1,16,0,0,5,0,3,0,21,0,0,7,1,1,3,9,14,0,1,7,5,2,4
179,60,119,0,2,7,6,1,0,0,0,0,93,14,71,2,0,52,14,30,2,209,0,2,12,10,62,6,115,38,18,1,57,56,1,12
17,5,11,1,0,0,0,0,0,0,0,0,17,5,5,0,0,8,1,6,0,7,0,0,0,0,2,0,4,1,0,1,24,18,6,0
13,1,12,0,0,3,0,0,1,2,0,0,6,2,3,0,0,7,2,4,0,10,0,0,1,2,0,0,7,1,0,14,5,4,1,1
22,15,3,4,0,2,0,0,2,0,0,0,7,2,6,0,0,5,2,3,0,20,0,0,2,3,1,0,14,3,0,0,10,7,3,0
22,13,7,2,0,3,2,0,1,0,0,0,14,12,27,0,0,0,0,0,0,88,0,0,1,1,31,0,55,0,0,1,35,29,6,4
331,70,232,29,1,28,10,5,2,7,0,0,96,31,94,0,0,95,13,62,2,328,3,4,61,15,59,6,178,32,10,1,199,169,30,25
449,104,303,42,11,22,16,1,5,0,0,0,143,84,216,0,1,32,4,27,1,491,0,1,1,2,134,1,343,29,6,0,236,125,111,9
19,6,9,4,0,0,0,0,0,0,0,0,8,10,9,0,0,1,1,0,0,96,0,0,0,0,9,0,86,32,4,0,42,42,0,8
9,0,7,2,0,2,0,0,2,0,0,0,3,3,7,0,0,10,0,1,9,27,0,0,0,0,5,0,22,0,0,0,11,6,5,0
"2,199",568,"1,348",283,6,124,76,6,28,14,7,1,525,203,773,0,2,306,73,158,75,"2,831",3,12,589,34,956,117,"1,100",543,183,1,512,507,5,109
833,40,682,111,9,36,21,1,8,4,1,0,239,328,255,3,1,388,64,146,4,"1,730",2,0,595,61,673,51,347,105,47,10,879,465,414,70
72,5,66,1,0,0,0,0,0,0,0,0,51,0,37,0,0,2,0,1,1,71,0,2,13,5,5,3,43,13,1,1,58,55,3,2
111,84,15,12,2,3,3,0,0,0,5,0,40,29,49,0,0,19,8,10,1,127,46,1,3,3,40,6,26,24,3,0,60,55,5,5
8,0,8,0,0,2,0,0,2,0,1,0,14,1,13,0,0,4,2,0,1,22,0,0,0,1,5,0,16,0,0,1,30,13,17,1
50,6,39,5,0,1,1,0,0,0,2,0,27,3,39,0,0,11,2,4,1,65,0,0,40,2,1,1,21,6,0,17,53,42,11,0
69,9,58,2,1,2,2,0,0,0,0,0,23,2,25,0,0,0,0,0,0,74,0,0,33,0,16,0,25,6,0,0,74,39,35,4
8,3,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0
270,44,208,18,1,0,0,0,0,0,1,0,76,50,209,0,1,158,25,110,21,678,0,0,50,0,246,0,378,91,19,1,572,307,265,22
62,15,44,3,2,5,4,0,0,1,1,0,7,6,21,0,0,23,0,23,0,53,0,0,0,0,9,0,42,3,1,0,101,62,39,2
"1,658",198,"1,256",204,19,158,54,26,58,5,14,1,589,224,65,75,37,"1,697",430,454,56,"3,922",30,28,"1,196",607,"1,191",253,612,412,144,66,"2,984","1,319","1,665",132
9,1,5,3,0,1,1,0,0,0,0,0,1,0,7,0,0,1,0,1,0,9,0,0,0,0,0,0,9,0,0,0,1,0,1,0
30,7,18,5,0,1,0,0,0,1,0,0,26,1,13,0,0,23,9,8,5,122,0,2,33,5,3,0,79,0,0,0,135,45,90,1
