Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Fondling,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Weapon Law Violations
5,4,0,1,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,2,0,1
44,0,24,20,0,1,1,0,0,0,0,0,3,2,18,4,0,11,4,2,0,35,0,0,0,8,7,0,20,0,0,0,3,3,0,0
20,0,16,4,0,3,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,4,3,0,4,2,0,0,0,0,0,2
72,20,47,5,1,7,4,0,3,0,0,0,13,2,41,2,0,65,57,3,0,113,0,0,15,10,25,17,46,10,4,2,17,16,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,36,1,0,8,5,1,2,0,1,0,6,2,10,2,0,8,3,2,1,27,0,0,12,3,3,0,9,3,0,1,6,6,0,0
189,18,141,30,1,17,6,1,10,0,0,0,20,13,40,8,0,27,5,6,7,144,0,0,73,24,17,5,25,12,3,2,34,27,7,6
75,10,54,11,1,12,7,1,3,0,1,0,7,3,29,1,0,17,9,4,2,80,1,0,33,19,7,1,19,1,0,0,4,4,0,1
24,4,14,6,0,1,0,0,1,0,0,0,3,4,13,0,1,20,7,10,0,66,0,0,3,17,30,7,9,3,0,0,0,0,0,0
6,2,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,6,0,0,1,0,1,0,4,0,0,0,0,0,0,0
329,65,177,87,0,24,4,4,12,0,5,0,68,17,117,14,0,211,138,42,29,478,1,3,179,44,73,41,137,22,10,3,87,76,11,19
18,2,13,3,0,4,0,2,2,0,0,0,19,9,13,2,0,2,0,1,1,30,0,0,4,3,8,0,15,1,1,0,3,2,1,1
46,11,24,11,0,1,0,0,1,0,1,0,2,2,16,2,1,10,5,0,0,25,0,0,4,2,2,1,16,0,0,3,6,6,0,3
41,5,35,1,1,7,1,4,2,0,1,0,5,2,10,2,0,9,4,3,1,34,1,1,3,9,2,0,16,0,0,0,12,12,0,4
5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0
85,4,54,27,0,3,2,0,1,0,0,0,8,4,18,3,1,20,11,5,0,43,0,0,6,6,13,4,13,3,1,1,16,12,4,1
32,9,19,4,0,0,0,0,0,0,0,0,13,0,10,0,1,17,8,3,2,18,0,0,0,1,4,0,13,1,0,2,4,4,0,0
115,18,73,24,0,8,3,1,2,1,1,0,4,1,30,0,0,38,16,8,12,46,0,0,1,6,4,0,35,5,0,3,14,14,0,2
15,1,12,2,0,1,1,0,0,0,0,0,4,3,11,0,0,5,3,0,0,9,0,0,1,1,2,0,5,1,0,1,6,4,2,1
"1,496",243,792,461,7,73,22,10,32,1,7,0,174,19,349,33,1,560,380,44,129,"1,058",2,6,308,98,164,99,381,156,18,16,113,105,8,39
33,6,18,9,0,2,1,0,1,0,0,0,6,1,14,1,0,4,4,0,0,23,0,0,7,1,5,0,10,1,2,0,2,2,0,3
197,30,166,1,1,23,10,4,9,0,2,0,29,11,85,6,0,45,17,18,1,228,0,0,82,34,15,2,95,22,2,3,65,64,1,4
6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
118,7,76,35,4,15,2,2,8,0,0,0,24,5,28,1,0,11,4,3,2,96,0,0,17,7,24,1,47,6,0,1,20,20,0,2
6,0,5,1,0,1,1,0,0,0,0,0,1,0,2,1,0,2,1,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,1
73,11,55,7,0,5,0,0,4,0,0,0,4,6,19,1,1,20,12,4,3,43,0,0,8,15,2,1,17,5,0,3,18,14,4,5
114,17,87,10,1,4,3,1,0,0,1,0,19,6,60,10,1,104,35,34,0,176,0,0,72,47,36,1,20,6,4,1,37,28,9,4
29,4,23,2,0,5,0,2,3,0,1,0,5,1,3,0,0,0,0,0,0,15,0,0,3,1,0,0,11,2,0,1,8,8,0,6
37,6,26,5,0,5,3,1,1,0,2,0,5,2,8,1,0,9,4,1,1,18,0,0,3,3,2,1,9,0,0,1,4,4,0,1
44,8,27,9,0,4,3,1,0,0,0,0,19,2,19,0,0,9,3,1,3,33,0,0,1,5,5,3,19,4,0,3,7,6,1,2
65,5,39,21,0,9,3,4,1,0,0,0,1,1,6,1,0,4,2,0,2,19,0,0,0,6,0,0,13,1,1,0,4,3,1,3
22,3,11,8,0,1,0,0,1,0,0,0,4,0,10,0,0,1,1,0,0,13,0,0,1,5,3,2,2,3,0,0,0,0,0,0
41,2,36,3,0,11,8,0,3,0,0,0,4,1,24,2,0,17,9,3,2,32,0,0,1,8,8,1,14,3,0,0,3,2,1,0
192,18,154,20,0,30,6,2,22,0,0,0,33,3,46,4,0,40,14,16,6,160,0,0,70,23,36,2,29,8,0,4,41,25,16,8
"1,194",209,784,201,5,54,26,7,18,0,8,0,204,44,332,70,3,493,378,61,1,"1,652",3,1,626,56,360,87,516,248,56,111,364,244,120,113
887,170,583,134,5,39,20,3,14,1,4,0,199,12,242,26,3,293,180,27,1,609,0,0,124,46,239,27,173,92,34,16,144,99,45,26
70,6,54,10,0,6,0,2,3,0,0,0,7,2,23,0,0,8,4,3,1,29,0,0,6,2,2,0,19,1,0,3,5,5,0,2
48,0,44,4,0,5,2,0,3,0,0,0,0,1,4,0,0,10,7,3,0,44,0,0,36,3,1,0,4,1,0,0,2,2,0,0
"29,186","9,558","18,391","1,237",249,"1,509",590,288,554,2,789,2,"6,916",338,"10,390",157,56,"6,482","2,106","1,462","2,784","15,079",140,75,"1,753","3,356","3,617","2,074","4,055","6,961","2,361",992,"1,287","1,218",69,"1,837"
14,2,9,3,0,5,1,1,3,0,1,0,2,0,9,2,0,6,1,2,0,17,0,0,0,3,2,1,11,0,0,1,1,1,0,1
56,11,41,4,0,17,6,2,9,0,0,0,27,7,31,2,0,38,13,12,6,93,1,0,25,16,31,3,17,8,4,11,107,107,0,12
264,33,156,75,0,15,7,2,4,0,0,0,23,12,62,0,0,22,13,6,2,152,0,1,17,35,49,4,46,21,1,1,17,17,0,3
26,1,17,8,0,8,0,1,7,0,0,0,4,0,22,0,2,16,14,1,0,18,0,0,0,2,0,0,16,3,0,0,1,1,0,0
47,3,44,0,0,2,1,0,1,0,0,0,0,0,9,0,0,3,1,2,0,14,0,0,0,7,2,0,5,2,2,1,1,1,0,5
16,1,13,2,0,5,1,0,3,0,0,0,13,4,19,0,0,33,14,6,1,78,0,0,3,12,39,2,22,10,1,1,23,10,13,5
38,2,32,4,0,2,2,0,0,0,0,0,3,0,7,0,0,2,0,2,0,21,0,0,2,3,5,0,11,0,0,0,0,0,0,1
300,37,206,57,1,63,37,3,22,0,24,0,114,17,210,11,4,139,49,54,6,572,9,3,77,150,195,28,110,164,11,20,32,31,1,16
729,163,406,160,5,36,21,5,7,0,5,0,168,24,225,22,1,256,137,63,0,563,1,0,81,91,163,53,174,110,37,34,139,102,37,59
120,22,83,15,0,18,8,1,8,0,0,0,8,1,32,0,0,11,2,2,3,62,1,0,6,6,8,1,40,11,0,2,6,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
302,92,198,12,3,9,2,0,7,0,6,0,24,1,82,1,0,12,7,1,1,70,1,1,1,7,5,1,54,12,21,6,52,41,11,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,4,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173,33,138,2,0,9,3,2,3,0,1,0,70,30,60,10,0,92,33,35,4,508,0,1,328,37,50,9,83,20,4,4,38,22,16,2
227,41,146,40,2,25,12,2,9,0,1,0,14,21,79,10,0,21,10,8,1,202,0,2,48,35,18,0,99,6,3,1,16,16,0,7
21,0,16,5,0,1,0,0,1,0,1,0,5,3,11,0,0,8,4,1,0,15,0,0,2,2,5,1,5,2,0,1,4,4,0,2
48,8,38,2,0,7,4,0,3,0,1,0,8,1,23,0,0,8,5,0,0,15,0,0,2,3,3,0,7,2,1,0,6,6,0,4
2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
57,4,39,14,0,2,1,1,0,0,0,0,15,7,12,2,0,37,14,15,0,66,0,0,12,20,19,4,11,4,0,1,10,5,5,9
605,63,378,164,4,28,11,4,11,0,5,0,145,19,145,22,2,160,107,30,1,554,2,1,58,150,179,74,90,67,7,19,125,82,43,38
5,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,1,0,0
98,12,66,20,0,11,2,3,5,1,1,0,18,9,47,3,0,52,24,16,0,181,1,0,95,23,29,2,31,6,4,2,24,24,0,6
321,41,215,65,0,9,4,0,5,0,0,0,45,11,91,6,0,156,100,14,2,357,0,0,22,31,159,24,121,48,5,10,82,50,32,23
179,12,115,52,1,2,0,1,1,0,1,0,4,0,78,3,0,43,19,13,10,117,0,0,32,10,27,8,40,23,4,0,19,15,4,2
"3,081","1,129",961,991,10,118,44,16,54,0,25,0,565,19,805,10,1,300,67,100,128,"1,236",2,7,20,35,246,55,871,200,78,13,134,128,6,64
674,174,417,83,10,45,15,8,13,2,9,0,,16,253,30,1,223,186,21,0,944,0,0,552,31,100,25,236,82,36,22,199,103,96,41
29,3,26,0,0,4,1,2,1,0,0,0,7,0,10,1,0,23,14,5,3,55,0,0,20,13,6,0,16,3,0,0,2,2,0,0
61,3,49,9,0,11,2,3,3,1,0,0,14,2,6,1,0,15,3,5,0,32,0,0,1,0,18,1,12,2,1,1,19,17,2,4
59,8,50,1,0,13,3,1,9,0,0,0,5,2,16,1,0,3,0,2,0,23,0,0,1,7,1,1,13,1,0,3,12,12,0,1
43,1,37,5,0,6,2,2,2,0,0,0,5,9,23,1,0,10,3,2,0,56,0,0,40,2,1,1,12,1,0,2,8,7,1,3
37,2,24,11,0,5,1,2,2,0,0,0,10,2,19,4,0,18,11,3,3,43,0,0,10,15,9,0,9,1,0,1,2,1,1,1
10,3,7,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,9,0,0,4,3,1,0,1,0,0,0,1,1,0,0
15,2,5,8,0,1,0,0,1,0,0,0,7,0,2,1,0,25,5,1,0,29,0,0,0,4,10,1,14,2,0,0,0,0,0,1
185,22,82,81,2,14,7,0,7,0,1,0,28,6,73,8,0,102,51,21,0,183,0,1,63,32,47,10,30,12,4,9,45,33,12,14
68,6,36,26,0,9,2,3,4,0,0,0,2,3,14,4,0,22,9,5,3,78,0,1,42,12,2,1,20,3,0,2,20,20,0,3
178,5,109,64,0,10,2,0,7,0,1,0,30,20,51,14,0,83,28,37,3,500,0,3,312,48,65,3,67,8,8,1,34,33,1,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,10,12,0,3,1,1,1,0,0,0,4,2,10,0,0,8,4,2,0,10,0,0,0,3,0,0,7,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,71,227,80,1,18,9,2,7,0,0,0,68,4,85,2,1,115,66,27,0,193,1,0,16,25,55,19,77,45,14,14,67,52,15,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,12,102,8,0,8,2,0,6,0,0,0,11,7,40,6,0,38,24,13,1,172,0,2,86,20,7,0,56,6,0,1,15,12,3,4
235,49,167,19,2,17,7,2,5,0,2,0,69,7,81,3,0,34,20,4,2,144,0,0,10,19,28,3,84,29,4,7,21,18,3,15
31,1,16,14,0,3,0,0,3,0,0,0,2,0,6,0,0,7,3,4,0,9,0,0,0,1,1,0,7,0,1,0,4,3,1,2
54,2,18,34,0,5,2,0,2,1,0,0,10,1,21,0,0,1,0,1,0,26,0,0,0,8,9,0,9,5,0,0,7,5,2,3
46,5,36,5,0,2,0,0,2,0,1,0,8,0,15,0,0,2,2,0,0,43,1,0,3,12,8,0,19,0,0,1,4,4,0,2
90,13,66,11,0,7,5,0,1,1,1,0,14,3,11,1,0,9,3,2,1,36,0,0,9,8,3,2,14,2,0,0,19,19,0,3
49,10,29,10,0,1,1,0,0,0,0,0,11,3,23,2,0,26,7,9,3,54,1,0,11,15,13,2,12,4,0,1,10,8,2,2
345,39,240,66,1,43,13,5,24,0,1,0,54,11,71,5,1,181,112,29,1,324,0,1,151,39,52,14,66,27,3,8,158,100,58,18
178,13,146,19,1,28,7,3,17,0,0,0,14,14,63,4,2,47,33,8,5,162,0,0,22,11,42,4,83,4,3,3,28,27,1,10
46,1,43,2,0,3,3,0,0,0,0,0,11,5,21,2,0,37,3,16,12,75,1,0,19,0,0,0,55,6,1,0,11,11,0,0
"4,434",860,"3,293",281,4,207,102,30,63,0,35,0,595,155,"1,106",54,11,600,526,44,28,"2,754",64,30,518,68,764,36,"1,274",501,274,31,333,333,0,272
238,22,165,51,1,25,6,3,16,0,1,0,37,23,72,23,0,88,49,27,10,526,0,0,361,67,60,3,35,21,8,6,18,18,0,7
9,0,9,0,0,2,1,0,1,0,0,0,2,1,4,0,0,7,3,3,1,10,0,0,5,0,1,0,4,1,0,0,2,2,0,0
34,3,16,15,0,4,4,0,0,0,0,0,11,1,9,2,0,6,4,1,0,66,0,0,21,8,11,2,24,0,0,3,15,14,1,4
68,9,53,6,0,5,3,1,1,0,0,0,14,6,26,4,0,55,15,11,5,102,0,0,45,9,19,5,24,9,2,3,3,3,0,2
182,19,139,24,0,23,6,1,15,0,2,0,33,19,60,4,1,56,26,14,6,270,0,0,131,50,32,2,55,9,2,3,37,32,5,4
27,0,20,7,0,4,1,0,3,0,0,0,3,4,10,0,1,3,3,0,0,15,0,0,2,3,2,0,8,2,0,0,3,3,0,2
26,4,12,10,0,1,0,0,1,0,0,0,10,1,13,0,0,32,15,7,0,74,0,0,13,19,12,2,28,9,2,3,3,1,2,0
36,5,14,17,0,1,1,0,0,0,0,0,4,9,24,0,1,53,36,8,0,65,0,0,11,5,20,0,28,12,3,4,30,18,12,4
29,4,16,9,0,7,5,0,1,0,0,0,12,6,58,1,0,12,7,2,0,138,0,0,0,6,54,8,70,14,4,2,5,2,3,5
4,1,1,2,0,1,0,0,1,0,0,0,2,1,2,0,0,11,6,2,0,25,0,0,0,2,13,0,10,1,0,3,0,0,0,1
144,17,67,60,0,3,0,2,1,0,0,0,9,2,15,0,1,108,76,6,0,155,0,0,7,10,66,12,60,28,6,4,9,5,4,4
54,5,47,2,1,3,0,0,3,0,1,0,6,3,16,1,0,43,9,4,1,30,0,0,6,8,5,1,10,2,0,0,3,3,0,3
88,8,45,35,0,16,1,5,9,0,0,0,11,5,24,1,1,38,19,14,2,59,0,0,17,2,11,1,27,6,1,1,4,4,0,2
360,114,202,44,1,15,4,4,7,0,7,0,118,4,162,0,0,99,87,6,0,234,0,1,25,15,36,12,145,67,54,9,49,31,18,20
39,0,30,9,0,5,2,2,0,0,0,0,0,0,16,0,0,8,2,3,1,29,0,0,3,10,2,0,14,2,0,0,1,1,0,1
34,4,21,9,0,5,2,2,0,0,0,0,5,0,11,2,0,13,8,2,1,30,0,0,3,5,2,0,20,0,0,0,10,9,1,2
7,1,5,1,0,2,0,0,2,0,0,0,0,0,8,0,0,4,1,1,0,6,0,0,2,1,0,0,3,0,0,0,1,1,0,0
408,87,247,74,3,9,4,0,4,1,2,0,95,7,120,11,0,95,81,6,0,430,0,0,167,44,55,19,145,89,18,16,49,28,21,39
148,15,69,64,0,5,2,0,3,0,1,0,7,4,28,0,0,14,12,1,1,122,0,0,12,4,8,1,97,3,0,2,8,8,0,1
32,6,20,6,0,0,0,0,0,0,0,0,4,1,9,0,0,3,1,0,1,9,0,0,1,1,1,0,6,0,0,0,1,1,0,2
158,13,131,14,0,12,4,1,7,0,1,0,15,5,51,4,0,19,9,2,2,135,0,1,11,33,40,2,48,4,0,5,32,32,0,4
274,29,219,26,0,17,3,2,9,0,1,0,21,11,57,9,0,67,23,14,0,217,0,0,74,33,33,17,60,28,2,7,109,50,59,28
16,3,10,3,0,2,0,0,2,0,0,0,4,0,3,3,0,1,1,0,0,18,0,0,4,0,2,0,11,0,0,0,4,4,0,0
415,160,198,57,14,24,11,5,8,0,26,0,58,16,126,6,0,50,10,14,11,211,7,6,42,60,40,5,51,69,43,15,54,38,16,21
66,6,46,14,0,5,1,0,3,0,0,0,13,4,35,3,0,61,21,17,0,52,0,0,4,17,14,8,9,10,0,3,7,7,0,1
124,17,90,17,1,11,3,1,3,1,0,0,13,4,45,3,0,26,14,5,3,108,0,0,4,13,36,0,55,6,0,1,43,42,1,1
710,89,515,106,5,57,17,5,31,1,4,0,102,42,214,9,1,157,83,36,30,504,0,4,104,48,73,13,262,22,12,7,113,85,28,43
29,1,21,7,0,8,4,0,4,0,0,0,13,2,16,0,2,11,4,3,0,26,0,0,2,11,4,0,9,1,0,1,19,8,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,41,20,0,3,1,1,1,0,0,0,1,1,26,2,0,15,4,2,2,108,0,1,72,6,5,0,24,4,0,0,5,5,0,0
144,20,118,6,0,15,6,3,6,0,1,0,10,2,45,1,0,30,15,10,0,60,0,0,3,17,11,5,24,9,2,0,15,15,0,11
31,7,19,5,0,8,2,0,4,2,0,0,6,3,15,2,0,9,1,4,0,25,0,0,4,6,5,1,9,4,0,2,4,3,1,2
8,0,4,4,0,1,0,0,1,0,0,0,7,0,1,0,0,39,21,0,0,14,0,0,1,1,6,0,6,2,0,1,3,2,1,0
175,17,128,30,2,20,1,4,13,0,0,0,16,5,42,0,1,44,8,13,4,82,1,0,1,14,21,3,42,9,2,2,29,24,5,9
32,5,17,10,2,3,1,0,2,0,0,0,6,1,15,2,2,11,10,0,0,23,0,0,3,0,2,3,15,2,0,0,8,8,0,1
169,29,113,27,0,5,1,0,3,0,0,0,19,5,49,3,0,79,32,24,0,151,1,2,18,36,61,12,21,14,3,1,25,17,8,6
618,181,326,111,5,41,20,0,19,0,9,1,181,6,238,2,2,113,78,5,0,327,3,3,11,5,66,14,225,102,33,16,97,44,53,30
120,14,101,5,1,51,24,5,21,0,2,0,14,8,43,3,0,23,15,3,2,115,0,0,3,17,8,0,87,11,0,2,32,32,0,7
22,5,17,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0
30,14,14,2,2,1,0,1,0,0,0,0,6,1,19,3,0,10,5,2,2,25,0,0,7,1,2,1,14,7,0,1,1,1,0,0
138,6,80,52,0,1,1,0,0,0,1,0,8,3,22,1,0,2,2,0,0,77,0,1,5,3,31,1,36,5,1,0,5,5,0,0
95,9,82,4,0,2,2,0,0,0,0,0,3,3,17,1,0,6,2,2,1,57,0,0,27,13,9,2,6,4,1,1,32,32,0,6
5,3,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1,297",270,877,150,4,84,24,18,32,1,17,0,213,88,495,12,6,245,150,70,15,"1,039",1,10,180,159,257,37,394,116,37,24,237,151,86,130
30,4,23,3,0,3,1,1,1,0,0,0,3,0,9,2,0,12,5,4,1,88,0,0,49,3,9,0,27,4,0,4,4,2,2,2
"3,245",649,"2,454",142,20,196,77,26,80,6,44,0,708,122,"1,116",30,1,461,263,157,0,"2,580",14,12,499,342,600,115,998,336,182,81,878,870,8,323
322,56,258,8,3,34,12,2,20,0,4,0,137,14,147,6,1,104,41,53,5,458,1,0,94,88,158,8,109,81,25,12,64,63,1,29
15,0,14,1,0,2,0,1,1,0,0,0,1,2,4,2,0,5,2,1,0,21,0,0,5,4,6,0,6,2,0,1,11,11,0,2
17,0,10,7,0,1,1,0,0,0,0,0,2,3,6,2,0,17,10,2,0,19,0,0,1,7,5,0,6,1,0,2,4,2,2,2
881,119,583,179,1,61,10,7,37,1,5,0,166,42,206,24,1,259,107,49,98,859,1,2,374,107,157,9,208,93,20,41,83,64,19,52
2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,26,1,0,9,5,1,3,0,0,0,6,2,3,0,0,9,1,5,0,29,0,0,5,8,2,0,14,2,0,2,6,6,0,1
23,5,17,1,0,2,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
8,0,4,4,0,3,1,1,1,0,2,0,4,2,9,0,0,8,6,0,2,2,0,0,0,1,0,0,1,2,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,1,16,5,0,2,1,0,1,0,1,0,3,1,18,0,0,5,0,3,2,13,0,0,4,0,4,1,4,0,0,0,0,0,0,0
20,4,10,6,0,2,2,0,0,0,1,0,5,0,20,1,0,10,7,0,0,21,0,0,2,9,2,1,7,1,0,0,5,2,3,1
9,1,8,0,0,1,0,0,1,0,0,0,2,1,11,0,0,2,0,0,1,41,0,0,31,4,2,0,4,0,0,0,1,1,0,1
"2,785",992,"1,651",142,15,229,108,25,89,0,21,0,769,96,855,27,5,608,305,196,14,"2,250",17,21,504,171,584,211,741,375,180,88,296,271,25,218
134,45,82,7,4,27,8,5,14,0,3,0,54,10,60,6,0,61,22,20,7,360,2,2,196,42,66,7,45,37,12,14,8,8,0,5
173,17,111,45,0,25,7,4,13,0,0,0,24,4,45,5,7,59,45,10,0,257,0,0,164,6,16,3,68,3,5,2,13,9,4,2
10,1,7,2,0,0,0,0,0,0,0,0,1,0,2,0,0,17,14,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
17,1,11,5,0,2,1,1,0,0,0,0,6,2,10,1,0,23,17,3,0,29,0,0,2,4,5,1,17,0,0,0,1,1,0,1
9,0,8,1,0,0,0,0,0,0,1,0,4,1,5,1,0,3,1,2,0,17,0,0,0,3,3,0,11,0,0,1,1,1,0,0
28,3,18,7,0,1,1,0,0,0,0,0,12,3,13,1,0,5,0,2,0,34,0,0,1,6,13,1,13,3,0,0,6,6,0,0
1,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,1
9,1,8,0,0,1,0,0,1,0,0,0,4,0,3,1,0,2,2,0,0,16,0,0,4,6,4,0,2,1,0,0,0,0,0,1
3,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,3,0,0,1,0,0,0,2,0,0,0,2,2,0,0
984,164,676,144,0,40,14,8,14,1,5,0,128,7,280,12,4,174,39,64,11,621,1,3,147,147,132,58,133,66,35,5,261,203,58,21
100,7,82,11,0,8,2,3,2,0,0,0,11,8,47,3,0,56,18,21,3,154,1,3,42,15,35,2,56,9,1,0,20,20,0,2
11,2,8,1,0,0,0,0,0,0,0,0,1,0,4,0,0,3,3,0,0,14,0,0,2,5,3,0,4,0,1,0,1,1,0,1
12,0,10,2,0,2,0,0,2,0,0,0,2,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,6,0,1,1,0,0,0,0
798,127,616,55,2,50,19,2,28,0,7,0,128,38,229,69,2,536,238,160,0,"1,196",6,1,496,98,245,115,235,106,18,25,627,422,205,76
73,7,32,34,2,4,0,0,4,0,0,0,16,3,24,4,0,12,4,4,0,79,0,1,21,6,30,2,19,11,0,3,36,22,14,4
112,15,95,2,1,30,7,5,13,0,0,0,21,2,35,2,0,18,4,8,0,116,0,0,18,20,22,3,53,3,0,1,10,10,0,2
57,10,45,2,0,4,2,0,2,0,0,0,26,5,22,3,0,36,13,8,0,97,0,0,34,18,14,12,19,3,1,1,42,30,12,5
25,2,19,4,0,2,0,0,2,0,0,0,0,1,4,2,0,6,3,3,0,93,0,0,6,2,0,0,85,1,0,0,0,0,0,2
15,0,12,3,0,3,0,0,3,0,0,0,2,3,13,3,0,8,6,2,0,21,0,0,1,8,1,0,11,0,0,0,1,1,0,2
356,29,233,94,1,20,8,3,9,0,2,0,69,11,120,21,0,203,92,30,0,467,0,1,146,23,45,68,184,40,13,12,67,38,29,14
40,8,24,8,0,5,0,0,4,0,0,0,4,2,21,3,0,39,30,5,0,93,0,0,56,7,5,0,25,6,0,1,5,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6,122,22,0,34,8,3,17,0,0,0,9,6,39,4,1,17,6,7,0,87,0,0,8,9,33,0,37,3,0,3,26,26,0,3
65,13,48,4,2,4,2,0,1,0,0,0,5,3,12,2,0,2,1,1,0,37,0,0,11,7,5,0,14,2,0,0,13,13,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,8,18,8,0,5,0,1,4,0,0,0,1,0,10,1,0,16,6,9,0,18,0,0,8,5,0,0,5,2,0,0,0,0,0,1
21,5,13,3,0,3,0,0,3,0,0,0,0,0,4,0,0,7,5,2,0,16,0,0,2,4,6,0,4,0,1,0,0,0,0,0
132,8,115,9,2,22,13,2,7,0,0,0,12,14,69,3,0,32,11,10,8,165,1,0,57,33,24,1,49,5,3,6,72,66,6,8
84,5,69,10,0,12,2,2,8,0,0,0,6,4,30,3,0,18,10,4,0,71,0,0,15,22,9,3,22,4,1,1,13,12,1,3
45,7,27,11,0,1,0,0,1,0,0,0,7,5,12,1,1,32,26,4,0,63,0,0,28,5,7,2,21,2,1,2,22,14,8,1
137,17,81,39,1,10,1,0,8,0,1,0,10,7,37,4,3,33,20,7,2,73,0,0,14,16,16,9,18,1,0,2,16,15,1,8
53,14,31,8,0,2,1,0,1,0,0,0,10,9,23,2,0,10,4,1,0,31,0,0,7,0,13,0,11,5,0,5,14,14,0,4
6,0,4,2,0,4,2,2,0,0,0,0,0,1,3,0,0,2,2,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1
